adresseGPS,latitude,longitude
"23 RUE CHEV. DE LA BARRE, Paris 75018",48.88735,2.34549
"84 RUE DES MARTYRS, Paris 75018",48.88326,2.3398
"2 RUE DE STEINKERQUE, Paris 75018",48.8832,2.34383
"53 RUE DAMREMONT, Paris 75018",48.89081,2.33434
"3T RUE JEAN COTTIN, Paris 75018",48.89359,2.36133
"15 RUE DE SUEZ, Paris 75018",48.88733,2.3519
"88 BD BARBES, Paris 75018",48.89066,2.34983
"123 RUE LAMARCK, Paris 75018",48.89097,2.33051
"46 RUE JOSEPH DE MAISTRE, Paris 75018",48.88905,2.33179
"56 RUE DU MONT CENIS, Paris 75018",48.89077,2.34366
"63 RUE LETORT, Paris 75018",48.89709,2.34396
"85 RUE DU MONT CENIS, Paris 75018",48.89308,2.34455
"11B RUE HEGESIPPE MOREAU, Paris 75018",48.88731,2.327
"49 RUE PAJOL, Paris 75018",48.88918,2.36251
"127 RUE MARCADET, Paris 75018",48.89116,2.34135
"65 RUE LETORT, Paris 75018",48.89719,2.34402
"37 RUE DOUDEAUVILLE, Paris 75018",48.88845,2.35413
"5 RUE CAVALLOTTI, Paris 75018",48.88602,2.3284
"38 RUE CHAMPIONNET, Paris 75018",48.89562,2.3489
"47 RUE DE CLIGNANCOURT, Paris 75018",48.88665,2.3475
"26 BD DE CLICHY, Paris 75018",48.88267,2.3371
"62 RUE ORDENER, Paris 75018",48.89209,2.34728
"10 IMP DU CURE, Paris 75018",48.89102,2.35817
"66 RUE STEPHENSON, Paris 75018",48.88925,2.35604
"27 RUE LEPIC, Paris 75018",48.88551,2.33432
"150 AV DE SAINT OUEN, Paris 75018",48.89705,2.32897
"19 RUE DES POISSONNIERS, Paris 75018",48.88695,2.35078
"22 RUE DOUDEAUVILLE, Paris 75018",48.88884,2.35672
"1 RUE CHAMPIONNET, Paris 75018",48.89507,2.35263
"15 RUE JEAN DOLLFUS, Paris 75018",48.89731,2.33371
"28 RUE DURANTIN, Paris 75018",48.88642,2.33608
"93 RUE DU MONT CENIS, Paris 75018",48.89358,2.34486
"2 RUE D ORSEL, Paris 75018",48.88396,2.34672
"30 RUE DAMREMONT, Paris 75018",48.88902,2.3335
"50 RUE CHAMPIONNET, Paris 75018",48.89572,2.34787
"15 RUE JACQUES KABLE, Paris 75018",48.88606,2.3616
"6 PAS DE CLICHY, Paris 75018",48.88497,2.329
"6 RUE CHAPPE, Paris 75018",48.88441,2.34173
"5B IMP MARIE BLANCHE, Paris 75018",48.88573,2.33263
"62 RUE DOUDEAUVILLE, Paris 75018",48.88849,2.35287
"10 RUE NICOLET, Paris 75018",48.88816,2.34588
"15 RUE DES TROIS FRERES, Paris 75018",48.88437,2.34115
"68 RUE DES POISSONNIERS, Paris 75018",48.89061,2.35159
"18 RUE EUGENE SUE, Paris 75018",48.89113,2.34711
"6 RUE HERMEL, Paris 75018",48.88992,2.3441
"22 RUE CUSTINE, Paris 75018",48.88865,2.3475
"39 RUE VAUVENARGUES, Paris 75018",48.89474,2.3319
"9 RUE VAUVENARGUES, Paris 75018",48.89241,2.33408
"8 RUE BURQ, Paris 75018",48.88598,2.33625
"123 RUE DAMREMONT, Paris 75018",48.89618,2.33806
"7 RUE JEAN FRANCOIS LEPINE, Paris 75018",48.88603,2.35838
"14 RUE NEUVE LA CHARDONNIERE, Paris 75018",48.8953,2.34828
"16 RUE DAMREMONT, Paris 75018",48.8881,2.33294
"217 RUE CHAMPIONNET, Paris 75018",48.89356,2.33033
"7 RUE SAINT LUC, Paris 75018",48.88607,2.35429
"238 RUE CHAMPIONNET, Paris 75018",48.8933,2.32822
"59 RUE ORDENER, Paris 75018",48.89117,2.35113
"136 RUE LAMARCK, Paris 75018",48.89092,2.33211
"15 RUE BAUDELIQUE, Paris 75018",48.89276,2.34728
"46B RUE CAULAINCOURT, Paris 75018",48.8889,2.33471
"147 RUE DE CLIGNANCOURT, Paris 75018",48.89536,2.34943
"5 RUE POULET, Paris 75018",48.88671,2.34818
"82 RUE PHILIPPE DE GIRARD, Paris 75018",48.88875,2.36067
"4 RUE DE LA MARTINIQUE, Paris 75018",48.89093,2.36191
"113 RUE CAULAINCOURT, Paris 75018",48.8898,2.3406
"56 BD DE CLICHY, Paris 75018",48.88331,2.33497
"100 RUE DUHESME, Paris 75018",48.89601,2.34667
"35 RUE SIMART, Paris 75018",48.89151,2.3469
"5 RUE AUDRAN, Paris 75018",48.8852,2.33588
"55 RUE PAJOL, Paris 75018",48.8896,2.3628
"52 RUE LABAT, Paris 75018",48.88902,2.34709
"14 RUE PAUL ALBERT, Paris 75018",48.88689,2.34521
"35 AV JUNOT, Paris 75018",48.88892,2.33557
"33 RUE MARX DORMOY, Paris 75018",48.88688,2.35946
"50 RUE DE LA GOUTTE D OR, Paris 75018",48.88522,2.35043
"10 RUE PIERRE PICARD, Paris 75018",48.88477,2.34605
"65 RUE MARX DORMOY, Paris 75018",48.88943,2.3597
"10 RUE FELIX ZIEM, Paris 75018",48.89001,2.33324
"68 RUE MYRHA, Paris 75018",48.88687,2.3513
"21 RUE D OSLO, Paris 75018",48.89244,2.32949
"10 RUE SQUARE CARPEAUX, Paris 75018",48.89259,2.33258
"9 IMP DU CURE, Paris 75018",48.89095,2.3588
"22 AV DE SAINT OUEN, Paris 75018",48.88862,2.32614
"4 RUE FEUTRIER, Paris 75018",48.886,2.34658
"25 RUE VAUVENARGUES, Paris 75018",48.89356,2.333
"18 RUE CAULAINCOURT, Paris 75018",48.887,2.33313
"141 RUE DES POISSONNIERS, Paris 75018",48.89572,2.3527
"46 RUE MARX DORMOY, Paris 75018",48.88748,2.35996
"50 RUE CAULAINCOURT, Paris 75018",48.88916,2.33486
"37 RUE DES TROIS FRERES, Paris 75018",48.88507,2.33995
"16 RUE SEVESTE, Paris 75018",48.88427,2.34428
"98 RUE LEIBNIZ, Paris 75018",48.89583,2.32908
"14 RUE ANDRE DEL SARTE, Paris 75018",48.88585,2.346
"11 RUE DES ROSES, Paris 75018",48.89317,2.36206
"93 RUE BELLIARD, Paris 75018",48.89685,2.3396
"6 RUE LEIBNIZ, Paris 75018",48.89691,2.33764
"54 RUE DES ABBESSES, Paris 75018",48.88573,2.33537
"112 RUE DAMREMONT, Paris 75018",48.89424,2.33692
"8 RUE BUZELIN, Paris 75018",48.89036,2.36397
"21B RUE DU SIMPLON, Paris 75018",48.89375,2.35021
"2 RUE ERNESTINE, Paris 75018",48.88874,2.35466
"4 RUE PAUL ALBERT, Paris 75018",48.88609,2.34512
"7 RUE TARDIEU, Paris 75018",48.88406,2.34182
"4 RUE COYSEVOX, Paris 75018",48.89053,2.32912
"20 RUE CAVE, Paris 75018",48.8868,2.35457
"38 RUE BERTHE, Paris 75018",48.88584,2.33909
"5 RUE LAPEYRERE, Paris 75018",48.89161,2.34273
"36 BD DE CLICHY, Paris 75018",48.88288,2.33639
"40 AV JUNOT, Paris 75018",48.88927,2.33732
"63 RUE DAMREMONT, Paris 75018",48.89137,2.33468
"45 RUE DOUDEAUVILLE, Paris 75018",48.88837,2.35324
"98 RUE DAMREMONT, Paris 75018",48.89313,2.33613
"14 RUE D OSLO, Paris 75018",48.89214,2.32951
"32 RUE LAMARCK, Paris 75018",48.88868,2.34407
"36 RUE LABAT, Paris 75018",48.88924,2.34861
"20 RUE JOSEPH DE MAISTRE, Paris 75018",48.88735,2.33237
"9 RUE DU BAIGNEUR, Paris 75018",48.89008,2.34474
"7 RUE DES COTTAGES, Paris 75018",48.8908,2.33743
"9 RUE LETORT, Paris 75018",48.89405,2.34298
"35 RUE CHAMPIONNET, Paris 75018",48.89545,2.34913
"41 RUE DU POTEAU, Paris 75018",48.89437,2.34116
"1 RUE DE L ABBE PATUREAU, Paris 75018",48.8889,2.34142
"131 RUE DU MONT CENIS, Paris 75018",48.89664,2.3465
"14 RUE ETEX, Paris 75018",48.89066,2.3283
"100 BD DE CLICHY, Paris 75018",48.88426,2.33161
"6 RUE DOUDEAUVILLE, Paris 75018",48.88902,2.35861
"2 RUE DE SUEZ, Paris 75018",48.88759,2.35251
"17 RUE LA VIEUVILLE, Paris 75018",48.8848,2.34034
"89 RUE CAULAINCOURT, Paris 75018",48.88969,2.3378
"39 RUE DOUDEAUVILLE, Paris 75018",48.88844,2.35397
"4 RUE DE PANAMA, Paris 75018",48.8877,2.35303
"12 RUE CHRISTIANI, Paris 75018",48.88609,2.34843
"14 BD DE LA CHAPELLE, Paris 75018",48.8846,2.36372
"1 RUE CALMELS, Paris 75018",48.8934,2.34011
"50 RUE POLONCEAU, Paris 75018",48.886,2.35086
"17 RUE ACHILLE MARTINET, Paris 75018",48.89241,2.33705
"69 RUE LAMARCK, Paris 75018",48.89006,2.33743
"10 RUE CAULAINCOURT, Paris 75018",48.88525,2.33072
"62 BD DE CLICHY, Paris 75018",48.88341,2.33463
"3 RUE DREVET, Paris 75018",48.88526,2.3405
"39 RUE GABRIELLE, Paris 75018",48.88603,2.33953
"7 RUE EUGENE CARRIERE, Paris 75018",48.88923,2.33219
"11 VLA DE GUELMA, Paris 75018",48.88363,2.33734
"12 RUE CHARLES NODIER, Paris 75018",48.88555,2.34506
"74 RUE MARCADET, Paris 75018",48.89039,2.3474
"14 RUE DE TRETAIGNE, Paris 75018",48.89235,2.34251
"3 RUE MONTCALM, Paris 75018",48.89212,2.3357
"47T RUE D ORSEL, Paris 75018",48.88344,2.34093
"20 RUE LETORT, Paris 75018",48.89459,2.34328
"9 PAS RAMEY, Paris 75018",48.8899,2.34679
"15 RUE MARC SEGUIN, Paris 75018",48.89186,2.36357
"12 RUE DU POTEAU, Paris 75018",48.8932,2.34321
"12 RUE SQUARE CARPEAUX, Paris 75018",48.89263,2.33239
"6 VLA BELLIARD, Paris 75018",48.89548,2.32915
"9 RUE HERMANN LACHAPELLE, Paris 75018",48.8942,2.35053
"8 RUE CAVE, Paris 75018",48.88682,2.35571
"112 RUE LAMARCK, Paris 75018",48.89055,2.33483
"62 RUE DU RUISSEAU, Paris 75018",48.89459,2.34077
"19 RUE DES TENNIS, Paris 75018",48.8954,2.32957
"44 RUE HERMEL, Paris 75018",48.89331,2.34559
"1 RUE TARDIEU, Paris 75018",48.88425,2.34264
"118 RUE MARCADET, Paris 75018",48.89137,2.34097
"23B RUE PAJOL, Paris 75018",48.88709,2.36129
"6 RUE ORDENER, Paris 75018",48.89038,2.35884
"39 RUE GANNERON, Paris 75018",48.88825,2.32743
"41 RUE DE CLIGNANCOURT, Paris 75018",48.88634,2.34743
"51 RUE DE CLIGNANCOURT, Paris 75018",48.88728,2.34766
"10 RUE DES PORTES BLANCHES, Paris 75018",48.89182,2.35023
"14 RUE SQUARE CARPEAUX, Paris 75018",48.89267,2.33217
"19 RUE ESCLANGON, Paris 75018",48.89657,2.34314
"1 CITE DU MIDI, Paris 75018",48.8833,2.33551
"3 RUE DAMREMONT, Paris 75018",48.88736,2.3325
"26 RUE LETORT, Paris 75018",48.89512,2.34337
"98 RUE LEPIC, Paris 75018",48.88723,2.33708
"33 RUE MARC SEGUIN, Paris 75018",48.89204,2.36078
"8 RUE GUSTAVE ROUANET, Paris 75018",48.89644,2.34008
"7 RUE NICOLET, Paris 75018",48.88808,2.34612
"175 RUE MARCADET, Paris 75018",48.89146,2.33601
"44 RUE DES ABBESSES, Paris 75018",48.88542,2.33635
"181 RUE CHAMPIONNET, Paris 75018",48.89439,2.33379
"52 RUE DAMREMONT, Paris 75018",48.89028,2.33425
"72 RUE DAMREMONT, Paris 75018",48.89137,2.33491
"14 RUE DES ROSES, Paris 75018",48.89329,2.36213
"13 RUE CHRISTIANI, Paris 75018",48.886,2.34828
"138 RUE MARCADET, Paris 75018",48.89138,2.33924
"36 RUE DE LA GOUTTE D OR, Paris 75018",48.8851,2.35173
"48 RUE CHAMPIONNET, Paris 75018",48.89571,2.34801
"131 RUE DE CLIGNANCOURT, Paris 75018",48.89392,2.34911
"69 RUE CAULAINCOURT, Paris 75018",48.88963,2.33639
"33 RUE GABRIELLE, Paris 75018",48.88592,2.3399
"36 RUE DAMREMONT, Paris 75018",48.88932,2.33368
"19 RUE BOUCRY, Paris 75018",48.89413,2.36149
"88B RUE RIQUET, Paris 75018",48.89008,2.3619
"2 VLA DANCOURT, Paris 75018",48.88317,2.34111
"74 RUE DUHESME, Paris 75018",48.89389,2.34356
"25 BD BARBES, Paris 75018",48.88638,2.34933
"4 RUE ETIENNE JODELLE, Paris 75018",48.88767,2.3267
"1B RUE CARPEAUX, Paris 75018",48.8902,2.32943
"3 RUE CAMILLE TAHAN, Paris 75018",48.88681,2.32873
"12 RUE JOSEPH DIJON, Paris 75018",48.89407,2.3466
"227 RUE MARCADET, Paris 75018",48.89219,2.33148
"79B RUE PHILIPPE DE GIRARD, Paris 75018",48.88793,2.36068
"45 RUE DES SAULES, Paris 75018",48.8903,2.34029
"197 RUE CHAMPIONNET, Paris 75018",48.89395,2.33203
"28 RUE DES ROSES, Paris 75018",48.89334,2.36075
"23 RUE ERNESTINE, Paris 75018",48.89003,2.35446
"7 RUE LIVINGSTONE, Paris 75018",48.88436,2.34503
"30 RUE EUGENE CARRIERE, Paris 75018",48.89089,2.33348
"54 AV DE SAINT OUEN, Paris 75018",48.89075,2.32685
"16 RUE EUGENE SUE, Paris 75018",48.89109,2.34695
"11B PAS RAMEY, Paris 75018",48.88991,2.34702
"71B RUE PHILIPPE DE GIRARD, Paris 75018",48.88719,2.36083
"34A RUE JOSEPH DE MAISTRE, Paris 75018",48.88952,2.33163
"53 RUE DOUDEAUVILLE, Paris 75018",48.88831,2.35256
"1 RUE AFFRE, Paris 75018",48.88512,2.35575
"9 RUE DE SUEZ, Paris 75018",48.88744,2.35241
"59B RUE DU MONT CENIS, Paris 75018",48.89066,2.34342
"10 RUE DU BAIGNEUR, Paris 75018",48.89026,2.34389
"5 RUE GARREAU, Paris 75018",48.88578,2.33747
"13 RUE FEUTRIER, Paris 75018",48.88688,2.34642
"19 BD BARBES, Paris 75018",48.88582,2.34931
"11 RUE CARPEAUX, Paris 75018",48.89061,2.3304
"44 BD BARBES, Paris 75018",48.88707,2.34979
"9 RUE DU POTEAU, Paris 75018",48.89309,2.34304
"14 RUE LAPEYRERE, Paris 75018",48.89233,2.34324
"7 IMP ST FRANCOIS, Paris 75018",48.89636,2.34453
"24 BD ORNANO, Paris 75018",48.8932,2.34859
"29 RUE DE LA CHAPELLE, Paris 75018",48.89234,2.35962
"38 RUE DU RUISSEAU, Paris 75018",48.89344,2.34042
"2 RUE EUGENE SUE, Paris 75018",48.89079,2.34585
"11 RUE CAPRON, Paris 75018",48.88528,2.32789
"66 BD ORNANO, Paris 75018",48.8962,2.34608
"32 RUE VERON, Paris 75018",48.88497,2.33559
"171 RUE ORDENER, Paris 75018",48.89339,2.33738
"30 RUE YVONNE LE TAC, Paris 75018",48.88434,2.33893
"1 RUE VERSIGNY, Paris 75018",48.89432,2.34515
"24 RUE LETORT, Paris 75018",48.895,2.34335
"15 RUE D ORSEL, Paris 75018",48.88404,2.34554
"2 PAS PENEL, Paris 75018",48.89592,2.34302
"17 RUE BUZELIN, Paris 75018",48.8911,2.36389
"13 RUE DES CLOYS, Paris 75018",48.89259,2.34027
"16 RUE JEAN ROBERT, Paris 75018",48.8899,2.35836
"75 RUE VAUVENARGUES, Paris 75018",48.89676,2.33
"14 PAS DES CLOYS, Paris 75018",48.89236,2.33678
"11 RUE D ORSEL, Paris 75018",48.88407,2.34606
"97 RUE ORDENER, Paris 75018",48.89196,2.34685
"74 RUE CHAMPIONNET, Paris 75018",48.89589,2.34465
"11 RUE LABAT, Paris 75018",48.8899,2.35052
"19 RUE DU MONT CENIS, Paris 75018",48.88742,2.34142
"23 RUE DE SUEZ, Paris 75018",48.88719,2.35118
"99 RUE ORDENER, Paris 75018",48.892,2.34668
"5 RUE FRANCIS CARCO, Paris 75018",48.8891,2.35617
"4 RUE YVONNE LE TAC, Paris 75018",48.88408,2.34107
"15 RUE RAMEY, Paris 75018",48.88773,2.34706
"101 RUE DAMREMONT, Paris 75018",48.89488,2.33714
"11 RUE HOUDON, Paris 75018",48.88308,2.33833
"12 RUE PIERRE BUDIN, Paris 75018",48.88977,2.35227
"4 PL JACQUES FROMENT, Paris 75018",48.89085,2.33143
"7 RUE DES POISSONNIERS, Paris 75018",48.88615,2.35015
"96 RUE PHILIPPE DE GIRARD, Paris 75018",48.88985,2.36041
"14 RUE DE CHARTRES, Paris 75018",48.88455,2.3547
"15 RUE DAMREMONT, Paris 75018",48.88828,2.33282
"88 RUE DU RUISSEAU, Paris 75018",48.89602,2.34162
"14 RUE DES CLOYS, Paris 75018",48.89269,2.34055
"13 RUE DES ABBESSES, Paris 75018",48.88406,2.33858
"58B RUE RAMEY, Paris 75018",48.89138,2.34507
"62 RUE DU POTEAU, Paris 75018",48.89526,2.3403
"25 RUE EUGENE SUE, Paris 75018",48.89149,2.34794
"16 RUE ACHILLE MARTINET, Paris 75018",48.89247,2.33723
"7 RUE DAMREMONT, Paris 75018",48.88767,2.33254
"72 AV DE SAINT OUEN, Paris 75018",48.89182,2.32721
"17 RUE MULLER, Paris 75018",48.88645,2.34569
"40 AV DE SAINT OUEN, Paris 75018",48.88977,2.32653
"20 RUE CHAPPE, Paris 75018",48.88512,2.34196
"2 RUE LIVINGSTONE, Paris 75018",48.88425,2.34588
"30 RUE STEPHENSON, Paris 75018",48.88702,2.35651
"115 BD NEY, Paris 75018",48.89755,2.3343
"51 RUE HERMEL, Paris 75018",48.89456,2.34607
"18 RUE VERSIGNY, Paris 75018",48.89489,2.3435
"30 RUE DU POTEAU, Paris 75018",48.89394,2.342
"30 RUE DE LAGHOUAT, Paris 75018",48.88789,2.35406
"6B RUE RAVIGNAN, Paris 75018",48.88542,2.33793
"34 AV DE SAINT OUEN, Paris 75018",48.88927,2.32636
"10 RUE DU POLE NORD, Paris 75018",48.89415,2.33866
"11 RUE DE PANAMA, Paris 75018",48.88782,2.35176
"145 RUE MARCADET, Paris 75018",48.89118,2.33917
"60 BD DE CLICHY, Paris 75018",48.88337,2.33478
"19 RUE PAUL FEVAL, Paris 75018",48.88887,2.34028
"144 RUE MARCADET, Paris 75018",48.89142,2.33877
"14 RUE VINCENT COMPOINT, Paris 75018",48.8951,2.33853
"47 RUE DOUDEAUVILLE, Paris 75018",48.88836,2.35307
"144 RUE DE CLIGNANCOURT, Paris 75018",48.89532,2.34968
"16 PL DE CLICHY, Paris 75018",48.88387,2.3275
"74 RUE MYRHA, Paris 75018",48.88672,2.35038
"8 VLA SAINT MICHEL, Paris 75018",48.89005,2.32717
"37 AV JUNOT, Paris 75018",48.88899,2.33568
"127 RUE CAULAINCOURT, Paris 75018",48.88986,2.34219
"3 VOIE R18, Paris 75018",48.89523,2.34379
"26 RUE FIRMIN GEMIER, Paris 75018",48.89543,2.33091
"62 RUE PAJOL, Paris 75018",48.89247,2.36352
"145 RUE DU MONT CENIS, Paris 75018",48.8975,2.34695
"6 VLA SAINT MICHEL, Paris 75018",48.89011,2.32705
"110 BD DE CLICHY, Paris 75018",48.88443,2.33085
"20 RUE AFFRE, Paris 75018",48.88655,2.35567
"52B RUE DE CLIGNANCOURT, Paris 75018",48.88783,2.34797
"72 RUE VAUVENARGUES, Paris 75018",48.89687,2.33012
"6 PAS KRACHER, Paris 75018",48.89497,2.34888
"6 RUE JEAN DOLLFUS, Paris 75018",48.89659,2.3334
"96 RUE DU POTEAU, Paris 75018",48.89708,2.33826
"3 RUE FELIX ZIEM, Paris 75018",48.88957,2.33323
"15 RUE MULLER, Paris 75018",48.88649,2.34586
"111 RUE CAULAINCOURT, Paris 75018",48.88979,2.34039
"1 RUE LABAT, Paris 75018",48.89027,2.35123
"1B RUE GARREAU, Paris 75018",48.88572,2.3377
"14 AV DE SAINT OUEN, Paris 75018",48.88812,2.32597
"28 BD BARBES, Paris 75018",48.886,2.34977
"10 RUE DU POTEAU, Paris 75018",48.89309,2.34341
"42 RUE CAULAINCOURT, Paris 75018",48.8886,2.33441
"4 ALL D ANDREZIEUX, Paris 75018",48.89161,2.35216
"36 RUE POLONCEAU, Paris 75018",48.88599,2.35183
"43 RUE DOUDEAUVILLE, Paris 75018",48.88839,2.3534
"10 BD BARBES, Paris 75018",48.88443,2.34971
"30 BD ROCHECHOUART, Paris 75018",48.88371,2.34763
"60 RUE DU RUISSEAU, Paris 75018",48.89451,2.34075
"53 RUE DU POTEAU, Paris 75018",48.89491,2.34051
"17 RUE FRANCOEUR, Paris 75018",48.89039,2.34117
"7 RUE CAVALLOTTI, Paris 75018",48.88612,2.32829
"8 PAS COTTIN, Paris 75018",48.88783,2.34619
"19 RUE FEUTRIER, Paris 75018",48.8869,2.34597
"16 RUE DES POISSONNIERS, Paris 75018",48.88657,2.35074
"82 RUE DES MARTYRS, Paris 75018",48.88316,2.33979
"3 RUE BUZELIN, Paris 75018",48.89016,2.36375
"82 RUE MARCADET, Paris 75018",48.89045,2.34661
"34 RUE HERMEL, Paris 75018",48.89281,2.34531
"20 RUE VAUVENARGUES, Paris 75018",48.89335,2.33355
"41 BD NEY, Paris 75018",48.89773,2.34313
"12 RUE ANDRE DEL SARTE, Paris 75018",48.88584,2.34618
"75 RUE RIQUET, Paris 75018",48.89,2.36148
"168 RUE ORDENER, Paris 75018",48.89393,2.33496
"108 BD DE CLICHY, Paris 75018",48.88439,2.33101
"134 BD DE CLICHY, Paris 75018",48.88412,2.32832
"2 RUE JULES JOUY, Paris 75018",48.8905,2.34174
"8 RUE DURANTIN, Paris 75018",48.88547,2.33732
"58 BD BARBES, Paris 75018",48.88806,2.3498
"9 RUE LABAT, Paris 75018",48.88994,2.3506
"59 RUE EUGENE CARRIERE, Paris 75018",48.8927,2.33355
"3 RUE JEAN ROBERT, Paris 75018",48.88912,2.35814
"15 RUE DURANTIN, Paris 75018",48.88582,2.33684
"42 RUE RAMEY, Paris 75018",48.88997,2.346
"98 RUE DES MARTYRS, Paris 75018",48.88442,2.33983
"46 RUE CUSTINE, Paris 75018",48.88923,2.34537
"33 RUE DES TROIS FRERES, Paris 75018",48.88499,2.34025
"9 RUE ANDRE ANTOINE, Paris 75018",48.88309,2.33748
"86B RUE RIQUET, Paris 75018",48.89005,2.36224
"58 RUE CHAMPIONNET, Paris 75018",48.89579,2.34727
"196 RUE CHAMPIONNET, Paris 75018",48.89414,2.33196
"100B RUE ORDENER, Paris 75018",48.89302,2.34154
"12 RUE POULET, Paris 75018",48.88674,2.34856
"111 RUE LAMARCK, Paris 75018",48.89073,2.33254
"1 IMP ST FRANCOIS, Paris 75018",48.89649,2.34406
"21 RUE DES SAULES, Paris 75018",48.88833,2.33966
"122 RUE MARCADET, Paris 75018",48.89134,2.34068
"19B RUE MARCADET, Paris 75018",48.89028,2.35366
"10 PAS COTTIN, Paris 75018",48.88781,2.34598
"4B RUE D ORSEL, Paris 75018",48.88421,2.34602
"5 RUE JEAN FRANCOIS LEPINE, Paris 75018",48.88603,2.35866
"19 RUE HERMEL, Paris 75018",48.89087,2.34414
"8 RUE PIERRE GINIER, Paris 75018",48.88694,2.32688
"94 RUE DE CLIGNANCOURT, Paris 75018",48.89124,2.34877
"116 RUE DU MONT CENIS, Paris 75018",48.89649,2.34663
"32 RUE MARCADET, Paris 75018",48.89049,2.35221
"7 RUE DU POLE NORD, Paris 75018",48.89415,2.33845
"75 RUE LAMARCK, Paris 75018",48.89016,2.33668
"16 PL DE LA CHAPELLE, Paris 75018",48.88498,2.36003
"111B RUE CHAMPIONNET, Paris 75018",48.89569,2.33994
"56 RUE DE TORCY, Paris 75018",48.89112,2.3607
"62 RUE DE CLIGNANCOURT, Paris 75018",48.88878,2.34818
"8 RUE DUHESME, Paris 75018",48.89048,2.3376
"21 RUE CHAPPE, Paris 75018",48.88514,2.3418
"9 RUE D OSLO, Paris 75018",48.89175,2.32905
"61 RUE LEPIC, Paris 75018",48.88777,2.33452
"76 RUE DU MONT CENIS, Paris 75018",48.89378,2.34517
"24 RUE EUGENE CARRIERE, Paris 75018",48.89048,2.3333
"108 BD ROCHECHOUART, Paris 75018",48.88245,2.34093
"3 RUE D OSLO, Paris 75018",48.89139,2.32882
"12 RUE JEAN ROBERT, Paris 75018",48.88965,2.35834
"10 RUE MARC SEGUIN, Paris 75018",48.89196,2.36385
"86 RUE DAMREMONT, Paris 75018",48.89246,2.33566
"31 BD BARBES, Paris 75018",48.88689,2.34934
"74 BD DE CLICHY, Paris 75018",48.8837,2.33365
"80 RUE DE CLIGNANCOURT, Paris 75018",48.89001,2.34846
"3 RUE VERON, Paris 75018",48.88425,2.33713
"24 RUE D ORAN, Paris 75018",48.88907,2.35265
"32 RUE DE LA CHAPELLE, Paris 75018",48.89253,2.35994
"4 RUE DE LA CHAPELLE, Paris 75018",48.89049,2.36023
"48 RUE JOSEPH DE MAISTRE, Paris 75018",48.88922,2.33174
"14 RUE DE LA CHAPELLE, Paris 75018",48.8911,2.36009
"128 RUE ORDENER, Paris 75018",48.89337,2.33895
"22 RUE CHAMPIONNET, Paris 75018",48.89541,2.35077
"42 RUE DE LA CHARBONNIERE, Paris 75018",48.8841,2.35166
"38 RUE DES SAULES, Paris 75018",48.89,2.34036
"5 RUE PIERRE L ERMITE, Paris 75018",48.88553,2.35499
"101 RUE DE CLIGNANCOURT, Paris 75018",48.89123,2.34852
"42 AV DE CLICHY, Paris 75018",48.88615,2.32638
"6 RUE LA VIEUVILLE, Paris 75018",48.8846,2.33928
"12 RUE ORDENER, Paris 75018",48.89039,2.35823
"48 RUE DAMREMONT, Paris 75018",48.89002,2.3341
"63 RUE DE LA GOUTTE D OR, Paris 75018",48.88514,2.35021
"21 RUE DU SIMPLON, Paris 75018",48.89371,2.35034
"6 RUE EUGENE SUE, Paris 75018",48.89087,2.34616
"2 PL MARCEL AYME, Paris 75018",48.88766,2.33788
"4 VLA DAMREMONT, Paris 75018",48.89404,2.33711
"226 RUE CHAMPIONNET, Paris 75018",48.89366,2.32984
"26 RUE DURANTIN, Paris 75018",48.88635,2.33623
"21 RUE STE ISAURE, Paris 75018",48.89402,2.34419
"21 RUE DAMREMONT, Paris 75018",48.88877,2.33311
"7 RUE DES CLOYS, Paris 75018",48.89254,2.34076
"19 RUE MARX DORMOY, Paris 75018",48.8858,2.35924
"1 RUE MARC SEGUIN, Paris 75018",48.89168,2.36527
"10 RUE ANDRE BARSACQ, Paris 75018",48.88519,2.34134
"13 PAS DUHESME, Paris 75018",48.89602,2.34775
"5 RUE JEAN ROBERT, Paris 75018",48.88924,2.35815
"43 RUE MARX DORMOY, Paris 75018",48.88751,2.35962
"158 RUE DAMREMONT, Paris 75018",48.89671,2.33871
"137B BD NEY, Paris 75018",48.89748,2.33122
"61 RUE DU MONT CENIS, Paris 75018",48.89086,2.34348
"32 BD BARBES, Paris 75018",48.88622,2.34978
"39 RUE DAMREMONT, Paris 75018",48.88982,2.33374
"15 RUE VERON, Paris 75018",48.88465,2.33608
"6 RUE ACHILLE MARTINET, Paris 75018",48.89183,2.33682
"14 VLA POISSONNIERE, Paris 75018",48.88567,2.35144
"8 RUE DE LA CHAPELLE, Paris 75018",48.89071,2.3602
"2 RUE CAMILLE TAHAN, Paris 75018",48.88648,2.32851
"86 RUE JOSEPH DE MAISTRE, Paris 75018",48.89265,2.33054
"111 RUE DE CLIGNANCOURT, Paris 75018",48.89214,2.34872
"82 RUE CHAMPIONNET, Paris 75018",48.89587,2.34358
"222 RUE MARCADET, Paris 75018",48.89205,2.33286
"40 RUE DE TORCY, Paris 75018",48.89136,2.36176
"86 RUE LEPIC, Paris 75018",48.88732,2.33589
"23 RUE FRANCOEUR, Paris 75018",48.89065,2.34079
"68 RUE DUHESME, Paris 75018",48.89363,2.3432
"13 RUE LABAT, Paris 75018",48.88986,2.35046
